,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
305592,29110111002233,2911011100223,2911011100,223,3,6713,광주광역시,동구,지산동,291103159016.0,지호로,81.0,3.0
305591,291101110021834,2911011100218,2911011100,218,34,1288,광주광역시,동구,지산동,291104277224.0,지호로100번길,4.0,0.0
305590,29110111001931,2911011100193,2911011100,193,1,6354,광주광역시,동구,지산동,291103159016.0,지호로,73.0,0.0
305589,291101110017121,2911011100171,2911011100,171,21,54,광주광역시,동구,지산동,291104277233.0,지호로86번길,16.0,0.0
305588,29110111001680,2911011100168,2911011100,168,0,569,광주광역시,동구,지산동,291104277233.0,지호로86번길,11.0,0.0
305587,29110111001262,2911011100126,2911011100,126,2,397,광주광역시,동구,지산동,291104277225.0,지호로104번길,19.0,13.0
305586,29110111001225,2911011100122,2911011100,122,5,311,광주광역시,동구,지산동,291104277225.0,지호로104번길,13.0,3.0
305585,29110111001211,2911011100121,2911011100,121,1,10195,광주광역시,동구,지산동,291104277227.0,지호로124번길,32.0,0.0
305584,29110111001168,2911011100116,2911011100,116,8,1622,광주광역시,동구,지산동,-,-,-,-
305583,29110111001120,2911011100112,2911011100,112,0,1930,광주광역시,동구,지산동,291103159016.0,지호로,136.0,0.0
305582,2911011100898,291101110089,2911011100,89,8,2406,광주광역시,동구,지산동,291103159016.0,지호로,108.0,0.0
305581,2911011100871,291101110087,2911011100,87,1,1323,광주광역시,동구,지산동,291104277113.0,밤실로4번길,43.0,0.0
305580,2911011100771,291101110077,2911011100,77,1,2332,광주광역시,동구,지산동,291103159016.0,지호로,131.0,0.0
305579,2911011100701,291101110070,2911011100,70,1,2997,광주광역시,동구,지산동,291103159016.0,지호로,152.0,0.0
305578,29110111006818,291101110068,2911011100,68,18,927,광주광역시,동구,지산동,-,-,-,-
305576,2911011100580,291101110058,2911011100,58,0,7871,광주광역시,동구,지산동,291104277228.0,지호로127번길,11.0,0.0
304896,291101090048545,2911010900485,2911010900,485,45,1859,광주광역시,동구,계림동,291104277007.0,경양로243번길,12.0,0.0
304895,29110109004854,2911010900485,2911010900,485,4,1557,광주광역시,동구,계림동,291103009017.0,경양로,249.0,0.0
304894,291101090048423,2911010900484,2911010900,484,23,11908,광주광역시,동구,계림동,291103009017.0,경양로,245.0,0.0
342452,29170130007190,2917013000719,2917013000,719,0,18154,광주광역시,북구,신용동,291704286823.0,첨단연신로107번길,15.0,0.0
342453,29170130007210,2917013000721,2917013000,721,0,16494,광주광역시,북구,신용동,291704286823.0,첨단연신로107번길,7.0,0.0
